#chr	pos	class	strand	S1	S2
Chr1	161846	CHH	G	40/0.0/0/1	0
Chr1	161847	CHH	G	40/0.0/0/1	0
Chr1	161849	CHH	G	40/0.0/0/1	0
Chr1	161850	CHH	G	40/0.0/0/1	0
Chr1	161852	CHH	G	40/0.0/0/1	0
Chr1	161853	CHH	G	40/0.0/0/1	0
Chr1	161855	CHH	C	40/0.0/0/13	40/0.0/0/13
Chr1	161856	CHH	C	40/0.0/0/14	40/0.0/0/13
Chr1	161865	CHH	C	40/11.1/1/8	40/0.0/0/6
Chr1	161873	CHH	C	40/0.0/0/10	40/0.0/0/9
Chr1	161874	CHH	C	40/0.0/0/11	40/0.0/0/10
Chr1	161875	CHH	C	40/0.0/0/11	40/0.0/0/10
Chr1	161884	CHG	C	40/0.0/0/8	40/0.0/0/7
Chr1	161889	CHH	C	40/0.0/0/8	40/0.0/0/6
Chr1	161892	CHH	C	40/0.0/0/9	40/0.0/0/5
Chr1	161895	CHG	C	40/0.0/0/9	40/0.0/0/4
Chr1	161901	CHH	C	40/0.0/0/9	40/0.0/0/5
Chr1	161909	CHH	C	40/0.0/0/7	40/0.0/0/7
Chr1	161910	CHH	C	40/0.0/0/7	40/0.0/0/6
Chr1	161912	CHH	C	40/0.0/0/6	40/0.0/0/7
Chr1	161913	CHH	C	40/0.0/0/7	40/0.0/0/7
Chr1	161915	CHH	C	40/0.0/0/8	40/0.0/0/6
Chr1	161916	CHH	C	40/0.0/0/9	40/0.0/0/7
Chr1	161918	CG	C	40/0.0/0/10	40/0.0/0/7
Chr1	161919	CG	G	40/0.0/0/2	0
Chr1	161920	CHG	G	40/0.0/0/2	0
Chr1	161922	CHH	G	40/0.0/0/2	0
Chr1	161925	CHH	G	40/0.0/0/2	0
Chr1	161928	CHH	G	40/0.0/0/2	0
Chr1	161931	CHH	C	40/0.0/0/14	40/0.0/0/9
Chr1	161939	CHH	G	40/0.0/0/2	0
Chr1	161943	CHH	C	40/0.0/0/16	40/0.0/0/14
Chr1	161946	CHH	G	40/0.0/0/2	0
Chr1	161947	CHH	C	40/0.0/0/14	40/0.0/0/15
Chr1	161951	CHH	C	40/0.0/0/17	40/0.0/0/16
Chr1	161953	CHH	C	40/0.0/0/18	40/0.0/0/15
Chr1	161958	CHH	G	40/0.0/0/2	0
Chr1	161959	CHH	C	40/0.0/0/15	40/0.0/0/13
Chr1	161961	CG	C	40/0.0/0/18	40/0.0/0/11
Chr1	161962	CG	G	40/0.0/0/2	0
Chr1	161963	CHG	G	40/0.0/0/2	0
Chr1	161964	CHH	C	40/0.0/0/16	40/0.0/0/12
Chr1	161967	CHH	G	40/0.0/0/2	0
Chr1	161970	CHH	G	40/0.0/0/2	0
Chr1	161976	CHG	C	40/0.0/0/15	40/0.0/0/11
Chr1	161978	CHG	G	40/0.0/0/2	0
Chr1	161980	CHH	G	40/0.0/0/2	0
Chr1	161983	CHG	C	40/0.0/0/14	40/0.0/0/10
Chr1	161985	CHG	G	40/0.0/0/2	0
Chr1	161990	CHH	G	40/0.0/0/2	0
Chr1	161991	CHH	G	40/0.0/0/2	0
Chr1	161992	CHH	G	40/0.0/0/2	0
Chr1	161995	CHH	G	40/0.0/0/2	0
Chr1	161999	CHG	C	40/0.0/0/12	40/0.0/0/9
Chr1	162001	CHG	G	40/0.0/0/2	0
Chr1	162002	CHH	G	40/0.0/0/2	0
Chr1	162013	CHH	C	40/0.0/0/13	40/0.0/0/12
Chr1	162030	CHG	C	40/0.0/0/8	40/0.0/0/8
Chr1	162032	CHG	G	0	40/0.0/0/1
Chr1	162036	CHG	C	40/0.0/0/7	40/0.0/0/5
Chr1	162038	CHG	G	0	40/0.0/0/3
Chr1	162040	CHH	C	40/0.0/0/6	40/0.0/0/7
Chr1	162042	CHH	C	40/0.0/0/6	40/0.0/0/8
Chr1	162045	CHH	C	40/0.0/0/7	40/0.0/0/7
Chr1	162046	CHH	C	40/0.0/0/7	40/0.0/0/7
Chr1	162048	CHH	C	40/0.0/0/7	40/0.0/0/4
Chr1	162049	CHH	C	40/0.0/0/6	40/0.0/0/6
Chr1	162053	CHH	C	40/0.0/0/5	40/0.0/0/7
Chr1	162055	CG	C	40/0.0/0/4	40/0.0/0/5
Chr1	162056	CG	G	40/0.0/0/1	40/0.0/0/9
Chr1	162058	CHH	G	40/0.0/0/2	40/0.0/0/9
Chr1	162059	CHH	C	40/0.0/0/5	40/0.0/0/4
Chr1	162061	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	162064	CHH	G	40/0.0/0/2	40/0.0/0/13
Chr1	162066	CG	C	40/0.0/0/5	40/0.0/0/7
Chr1	162067	CG	G	40/0.0/0/2	40/0.0/0/17
Chr1	162071	CHH	C	40/0.0/0/5	40/0.0/0/8
Chr1	162073	CHG	C	40/0.0/0/5	40/0.0/0/8
Chr1	162075	CHG	G	40/0.0/0/5	40/0.0/0/24
Chr1	162077	CHH	G	40/0.0/0/5	40/0.0/0/23
Chr1	162080	CHH	C	40/0.0/0/4	40/0.0/0/8
Chr1	162081	CHG	C	40/0.0/0/4	40/0.0/0/8
Chr1	162083	CHG	G	40/0.0/0/7	40/0.0/0/24
Chr1	162084	CHH	G	40/0.0/0/7	40/0.0/0/25
Chr1	162086	CG	C	40/0.0/0/4	40/0.0/0/8
Chr1	162087	CG	G	40/0.0/0/7	40/0.0/0/28
Chr1	162089	CHH	G	40/0.0/0/10	40/0.0/0/30
Chr1	162094	CG	C	40/0.0/0/4	40/33.3/3/6
Chr1	162095	CG	G	40/0.0/0/14	40/14.3/4/24
Chr1	162099	CG	C	40/0.0/0/4	40/0.0/0/9
Chr1	162100	CG	G	40/0.0/0/18	40/6.9/2/27
Chr1	162102	CHH	C	40/0.0/0/6	40/0.0/0/9
Chr1	162105	CHH	G	40/0.0/0/21	40/0.0/0/32
Chr1	162106	CHH	G	40/0.0/0/20	40/0.0/0/31
Chr1	162107	CG	C	40/0.0/0/5	40/0.0/0/7
Chr1	162108	CG	G	40/0.0/0/21	40/18.8/6/26
Chr1	162113	CHH	C	40/0.0/0/5	40/0.0/0/6
Chr1	162115	CHH	C	40/0.0/0/5	40/0.0/0/9
Chr1	162118	CG	C	40/0.0/0/5	40/0.0/0/8
Chr1	162119	CG	G	40/0.0/0/25	40/3.3/1/29
Chr1	162120	CHG	G	40/0.0/0/25	40/3.7/1/26
Chr1	162121	CHH	G	40/0.0/0/24	40/0.0/0/29
Chr1	162122	CHH	C	40/0.0/0/4	40/0.0/0/9
Chr1	162125	CHH	G	40/0.0/0/25	40/0.0/0/23
Chr1	162128	CHH	G	40/0.0/0/27	40/0.0/0/21
Chr1	162129	CG	C	0	40/0.0/0/7
Chr1	162130	CG	G	40/0.0/0/24	40/4.5/1/21
Chr1	162131	CHG	G	40/0.0/0/26	40/0.0/0/21
Chr1	162135	CHH	C	40/0.0/0/5	0
Chr1	162139	CHH	G	40/0.0/0/28	40/0.0/0/21
Chr1	162141	CHH	G	40/0.0/0/30	40/0.0/0/20
Chr1	162144	CHH	C	40/0.0/0/5	40/0.0/0/4
Chr1	162145	CHH	C	40/0.0/0/5	40/0.0/0/4
Chr1	162147	CHH	C	40/0.0/0/5	40/0.0/0/2
Chr1	162148	CHH	C	40/0.0/0/5	40/0.0/0/2
Chr1	162154	CHH	G	40/0.0/0/26	40/0.0/0/18
Chr1	162155	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	162156	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	162158	CHG	C	40/0.0/0/3	40/0.0/0/3
Chr1	162160	CHG	G	40/0.0/0/27	40/0.0/0/20
Chr1	162162	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	162165	CHH	C	40/0.0/0/3	40/0.0/0/4
Chr1	162168	CHH	C	40/0.0/0/3	40/0.0/0/4
Chr1	162170	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	162173	CHH	C	40/0.0/0/4	40/0.0/0/6
Chr1	162176	CHH	G	40/0.0/0/19	40/0.0/0/22
Chr1	162178	CHH	G	40/0.0/0/20	0
Chr1	162179	CHH	G	40/0.0/0/20	40/0.0/0/22
Chr1	162182	CHH	C	0	40/0.0/0/8
Chr1	162183	CHG	C	40/0.0/0/6	40/0.0/0/7
Chr1	162185	CHG	G	40/0.0/0/18	40/0.0/0/19
Chr1	162189	CHG	C	40/0.0/0/9	40/0.0/0/10
Chr1	162191	CHG	G	40/0.0/0/15	40/0.0/0/20
Chr1	162192	CHH	C	40/0.0/0/10	40/0.0/0/10
Chr1	162194	CHH	C	40/0.0/0/11	40/0.0/0/11
Chr1	162195	CHH	C	40/0.0/0/12	40/0.0/0/12
Chr1	162201	CG	C	40/0.0/0/12	40/0.0/0/11
Chr1	162202	CG	G	40/0.0/0/10	40/0.0/0/20
Chr1	162204	CHH	C	40/0.0/0/14	40/0.0/0/12
Chr1	162206	CHG	C	40/0.0/0/14	40/0.0/0/12
Chr1	162207	CG	C	40/0.0/0/14	40/0.0/0/13
Chr1	162208	CG	G	40/0.0/0/8	40/0.0/0/17
Chr1	162209	CHH	C	40/0.0/0/14	40/0.0/0/14
Chr1	162212	CHH	G	40/0.0/0/7	40/0.0/0/18
Chr1	162214	CHH	C	40/0.0/0/13	40/0.0/0/12
Chr1	162215	CHH	C	40/0.0/0/14	40/0.0/0/11
Chr1	162217	CHH	C	40/0.0/0/14	0
Chr1	162220	CG	C	40/0.0/0/14	40/0.0/0/12
Chr1	162221	CG	G	40/0.0/0/11	40/5.0/1/19
Chr1	162222	CHG	G	40/0.0/0/11	40/4.5/1/21
Chr1	162241	CHH	C	40/0.0/0/10	40/0.0/0/8
Chr1	162243	CHG	C	40/0.0/0/8	40/0.0/0/8
Chr1	162244	CG	C	40/0.0/0/7	40/0.0/0/6
Chr1	162245	CG	G	40/0.0/0/8	40/0.0/0/15
Chr1	162247	CG	C	40/0.0/0/6	40/0.0/0/6
Chr1	162248	CG	G	40/0.0/0/9	40/0.0/0/17
Chr1	162251	CHH	G	40/0.0/0/10	40/0.0/0/17
Chr1	162253	CHH	C	40/0.0/0/3	40/0.0/0/4
Chr1	162254	CHG	C	40/0.0/0/3	40/0.0/0/4
Chr1	162256	CHG	G	40/0.0/0/11	40/0.0/0/19
Chr1	162257	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	162260	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	162263	CHH	G	40/0.0/0/13	40/0.0/0/23
Chr1	162264	CHH	G	40/0.0/0/13	40/0.0/0/22
Chr1	162265	CHH	G	40/0.0/0/13	40/0.0/0/22
Chr1	162270	CHH	G	40/0.0/0/14	40/0.0/0/25
Chr1	162271	CHH	C	40/0.0/0/3	0
Chr1	162274	CHH	G	40/0.0/0/12	40/0.0/0/27
Chr1	162281	CHG	C	40/0.0/0/2	40/0.0/0/1
Chr1	162283	CHG	G	40/0.0/0/16	40/0.0/0/27
Chr1	162284	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	162287	CHG	C	40/0.0/0/1	40/0.0/0/1
Chr1	162289	CHG	G	40/0.0/0/17	40/0.0/0/28
Chr1	162300	CHH	C	40/0.0/0/1	0
Chr1	162301	CHH	C	40/0.0/0/1	0
Chr1	162304	CHH	G	40/0.0/0/20	40/0.0/0/36
Chr1	162321	CG	G	40/0.0/0/28	40/0.0/0/44
Chr1	162329	CHH	C	0	40/0.0/0/1
Chr1	162332	CHH	C	0	40/0.0/0/1
Chr1	162338	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	162340	CHH	C	40/100.0/1/0	40/0.0/0/1
Chr1	162345	CG	C	40/0.0/0/1	40/0.0/0/1
Chr1	162346	CG	G	40/0.0/0/34	40/0.0/0/37
Chr1	162350	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	162353	CHH	C	40/0.0/0/3	0
Chr1	162355	CHH	C	40/0.0/0/3	0
Chr1	162356	CHH	C	40/0.0/0/3	0
Chr1	162360	CHG	C	40/33.3/1/2	40/0.0/0/1
Chr1	162361	CG	C	40/0.0/0/3	40/0.0/0/1
Chr1	162362	CG	G	0	40/0.0/0/31
Chr1	162363	CG	C	40/0.0/0/2	40/0.0/0/1
Chr1	162364	CG	G	0	40/0.0/0/32
Chr1	162369	CHH	G	0	40/0.0/0/32
Chr1	162373	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	162376	CHH	G	40/0.0/0/32	40/0.0/0/27
Chr1	162377	CHH	G	40/0.0/0/32	40/0.0/0/28
Chr1	162380	CHH	G	40/0.0/0/30	40/0.0/0/31
Chr1	162382	CHH	G	40/0.0/0/30	40/0.0/0/30
Chr1	162383	CHH	C	40/0.0/0/6	40/0.0/0/1
Chr1	162388	CHH	C	40/0.0/0/6	40/0.0/0/2
Chr1	162399	CHH	C	40/0.0/0/6	40/0.0/0/1
Chr1	162400	CHH	C	40/0.0/0/7	40/0.0/0/2
Chr1	162403	CHH	G	40/0.0/0/31	40/0.0/0/24
Chr1	162405	CHH	G	40/0.0/0/31	40/0.0/0/22
Chr1	162407	CHH	C	40/0.0/0/7	40/0.0/0/2
Chr1	162410	CHH	G	40/0.0/0/27	40/4.2/1/23
Chr1	162413	CHH	C	40/0.0/0/7	40/0.0/0/2
Chr1	162416	CHH	G	40/0.0/0/26	40/0.0/0/23
Chr1	162418	CHH	G	40/0.0/0/26	40/0.0/0/21
Chr1	162422	CHH	C	40/0.0/0/8	40/33.3/1/2
Chr1	162423	CHH	C	40/0.0/0/8	40/0.0/0/3
Chr1	162426	CHH	G	40/0.0/0/23	40/0.0/0/24
Chr1	162430	CHH	G	40/0.0/0/24	40/0.0/0/20
Chr1	162431	CHH	C	40/0.0/0/7	40/0.0/0/5
Chr1	162433	CHG	C	40/0.0/0/8	40/0.0/0/4
Chr1	162435	CHG	G	40/0.0/0/23	40/0.0/0/20
Chr1	162436	CHH	C	40/0.0/0/8	40/0.0/0/5
Chr1	162439	CHH	C	40/0.0/0/8	40/0.0/0/4
Chr1	162440	CHH	C	40/0.0/0/8	40/0.0/0/4
Chr1	162445	CG	C	40/0.0/0/8	0
Chr1	162446	CG	G	40/0.0/0/18	40/0.0/0/17
Chr1	162447	CHG	G	40/0.0/0/18	40/0.0/0/16
Chr1	162448	CHH	G	40/0.0/0/18	40/0.0/0/17
Chr1	162452	CHH	G	40/0.0/0/17	40/0.0/0/18
Chr1	162454	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	162457	CHH	G	40/0.0/0/17	40/0.0/0/17
Chr1	162459	CHG	C	40/0.0/0/6	40/0.0/0/4
Chr1	162461	CHG	G	40/0.0/0/16	40/0.0/0/16
Chr1	162463	CHH	G	40/0.0/0/15	40/0.0/0/16
Chr1	162465	CHH	G	40/0.0/0/15	40/0.0/0/17
Chr1	162471	CHH	G	40/0.0/0/14	40/0.0/0/15
Chr1	162472	CHH	G	40/0.0/0/13	40/0.0/0/17
Chr1	162478	CHH	C	40/0.0/0/6	40/0.0/0/4
Chr1	162482	CG	C	40/0.0/0/5	40/0.0/0/4
Chr1	162483	CG	G	40/0.0/0/9	40/0.0/0/10
Chr1	162484	CHH	C	40/0.0/0/6	40/0.0/0/4
Chr1	162486	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	162487	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	162489	CG	C	40/0.0/0/7	40/0.0/0/2
Chr1	162490	CG	G	40/0.0/0/11	40/0.0/0/15
Chr1	162493	CHH	G	40/0.0/0/10	40/0.0/0/14
Chr1	162496	CHH	G	40/0.0/0/12	40/0.0/0/12
Chr1	162498	CHH	G	40/0.0/0/12	40/0.0/0/14
Chr1	162500	CHH	G	40/0.0/0/13	40/0.0/0/13
Chr1	162504	CHG	C	40/0.0/0/5	40/0.0/0/1
Chr1	162505	CG	C	40/0.0/0/5	40/0.0/0/1
Chr1	162506	CG	G	40/0.0/0/14	40/0.0/0/17
Chr1	162507	CHG	G	40/0.0/0/14	40/0.0/0/17
Chr1	162508	CG	C	40/0.0/0/6	40/0.0/0/3
Chr1	162509	CG	G	40/0.0/0/12	40/0.0/0/17
Chr1	162511	CHG	C	40/0.0/0/5	40/0.0/0/2
Chr1	162513	CHG	G	40/0.0/0/12	40/0.0/0/12
Chr1	162520	CHH	G	40/0.0/0/10	40/0.0/0/10
Chr1	162531	CHH	G	40/0.0/0/9	40/0.0/0/8
Chr1	162532	CHH	G	40/0.0/0/8	40/0.0/0/11
Chr1	162533	CHH	G	40/0.0/0/9	40/0.0/0/11
Chr1	162534	CHH	C	40/0.0/0/5	40/0.0/0/2
Chr1	162540	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	162543	CG	C	40/0.0/0/4	40/0.0/0/3
Chr1	162544	CG	G	40/0.0/0/7	40/0.0/0/9
Chr1	162546	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	162548	CHG	C	40/0.0/0/4	40/0.0/0/2
Chr1	162549	CG	C	40/0.0/0/4	40/0.0/0/1
Chr1	162550	CG	G	40/0.0/0/6	40/0.0/0/7
Chr1	162551	CHG	G	40/0.0/0/7	40/0.0/0/7
Chr1	162553	CHH	G	40/0.0/0/7	40/0.0/0/9
Chr1	162555	CHH	G	40/0.0/0/6	40/0.0/0/8
Chr1	162559	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	162562	CHH	G	40/0.0/0/5	40/0.0/0/8
Chr1	162563	CHH	C	40/0.0/0/3	40/0.0/0/4
Chr1	162569	CHH	G	40/0.0/0/5	40/0.0/0/7
Chr1	162571	CHH	C	40/0.0/0/3	40/0.0/0/4
Chr1	162573	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	162577	CHH	G	40/0.0/0/4	40/0.0/0/7
Chr1	162579	CG	C	40/0.0/0/5	40/0.0/0/4
Chr1	162580	CG	G	40/0.0/0/4	40/0.0/0/7
Chr1	162581	CHG	C	40/0.0/0/5	40/0.0/0/4
Chr1	162583	CHG	G	40/0.0/0/4	40/0.0/0/7
Chr1	162584	CHH	C	0	40/0.0/0/4
Chr1	162585	CHH	C	40/0.0/0/5	40/0.0/0/4
Chr1	162602	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	162603	CHH	G	0	40/0.0/0/2
Chr1	162605	CHH	G	0	40/0.0/0/2
Chr1	162610	CHH	G	0	40/0.0/0/1
Chr1	162612	CHH	G	0	40/0.0/0/1
Chr1	162620	CHG	C	40/0.0/0/4	40/0.0/0/2
Chr1	162622	CHG	G	0	40/0.0/0/1
Chr1	162624	CHH	G	0	40/0.0/0/1
Chr1	162625	CHH	G	0	40/0.0/0/1
Chr1	162642	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	162647	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	162649	CHH	C	40/0.0/0/5	40/0.0/0/2
Chr1	162652	CG	C	40/0.0/0/5	40/0.0/0/3
Chr1	162653	CG	G	40/0.0/0/1	40/0.0/0/1
Chr1	162656	CHH	C	40/0.0/0/5	40/0.0/0/3
Chr1	162662	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	162664	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	162667	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	162672	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	162675	CHH	G	40/0.0/0/1	0
Chr1	162676	CHH	C	40/0.0/0/5	40/0.0/0/3
Chr1	162679	CG	C	40/0.0/0/6	40/0.0/0/4
Chr1	162680	CG	G	40/0.0/0/1	40/0.0/0/1
Chr1	162685	CHH	C	40/0.0/0/5	40/0.0/0/4
Chr1	162686	CHG	C	40/0.0/0/5	40/0.0/0/4
Chr1	162687	CG	C	40/0.0/0/5	40/0.0/0/4
Chr1	162688	CG	G	40/0.0/0/2	40/0.0/0/2
Chr1	162689	CHG	G	40/0.0/0/2	40/0.0/0/2
Chr1	162690	CHH	G	40/0.0/0/2	40/0.0/0/2
Chr1	162694	CHH	C	40/0.0/0/5	40/0.0/0/4
Chr1	162697	CHH	C	40/0.0/0/4	40/0.0/0/4
Chr1	162698	CHH	C	40/0.0/0/4	40/0.0/0/4
Chr1	162701	CHH	C	40/0.0/0/2	40/0.0/0/5
Chr1	162704	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	162705	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	162708	CHH	C	40/0.0/0/2	40/0.0/0/5
Chr1	162714	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	162717	CG	C	40/0.0/0/2	40/0.0/0/5
Chr1	162718	CG	G	40/0.0/0/5	40/0.0/0/3
Chr1	162720	CHH	C	40/0.0/0/3	40/0.0/0/5
Chr1	162724	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	162725	CHH	G	40/0.0/0/5	40/0.0/0/2
Chr1	162727	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	162733	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	162740	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	162742	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	162747	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	162750	CHH	G	40/0.0/0/4	40/0.0/0/4
Chr1	162754	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	162758	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	162760	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	162762	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	162766	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	162767	CHG	C	40/0.0/0/3	40/0.0/0/1
Chr1	162769	CHG	G	40/0.0/0/6	40/0.0/0/4
Chr1	162770	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	162772	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	162775	CHH	G	0	40/0.0/0/4
Chr1	162778	CHH	G	40/0.0/0/6	40/0.0/0/3
Chr1	162780	CHH	C	40/0.0/0/5	40/0.0/0/1
Chr1	162781	CHH	C	40/0.0/0/5	40/0.0/0/1
Chr1	162784	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	162786	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	162791	CG	C	40/0.0/0/5	40/0.0/0/1
Chr1	162792	CG	G	40/0.0/0/4	40/0.0/0/3
Chr1	162794	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	162796	CG	C	40/0.0/0/5	40/0.0/0/1
Chr1	162797	CG	G	40/0.0/0/3	40/0.0/0/2
Chr1	162799	CHH	C	0	40/0.0/0/1
Chr1	162800	CHH	C	0	40/0.0/0/1
Chr1	162810	CHH	G	40/66.7/2/1	40/0.0/0/2
Chr1	162811	CHH	C	0	40/0.0/0/1
Chr1	162834	CHH	C	40/0.0/0/3	40/100.0/1/0
Chr1	162852	CG	C	40/0.0/0/3	40/50.0/1/1
Chr1	162857	CG	C	40/0.0/0/3	40/0.0/0/2
Chr1	162866	CHG	C	40/0.0/0/2	40/0.0/0/3
Chr1	162869	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	162885	CHH	G	0	40/0.0/0/1
Chr1	162891	CHH	G	0	40/0.0/0/1
Chr1	162894	CHH	C	0	40/0.0/0/2
Chr1	162895	CHH	C	0	40/0.0/0/2
Chr1	162902	CHH	G	0	40/0.0/0/1
Chr1	162903	CHH	G	0	40/0.0/0/1
Chr1	162905	CHH	C	0	40/0.0/0/3
Chr1	162909	CHH	G	0	40/0.0/0/2
Chr1	162918	CHH	G	0	40/0.0/0/2
Chr1	162920	CHH	G	0	40/0.0/0/2
Chr1	162922	CHH	C	0	40/0.0/0/3
Chr1	162924	CG	C	0	40/0.0/0/3
Chr1	162925	CG	G	0	40/0.0/0/2
Chr1	162926	CHG	C	0	40/0.0/0/3
Chr1	162928	CHG	G	0	40/0.0/0/2
Chr1	162929	CHH	C	0	40/0.0/0/2
Chr1	162931	CHH	C	0	40/0.0/0/3
Chr1	162932	CHH	C	0	40/0.0/0/2
Chr1	162937	CHH	C	0	40/0.0/0/1
Chr1	162938	CHH	C	0	40/0.0/0/1
Chr1	162941	CHH	C	0	40/0.0/0/1
Chr1	162946	CHH	C	0	40/0.0/0/1
Chr1	162947	CHH	C	0	40/0.0/0/1
Chr1	162950	CHH	G	0	40/0.0/0/2
Chr1	162953	CHH	C	0	40/0.0/0/1
Chr1	162956	CHH	C	0	40/0.0/0/1
Chr1	162958	CHH	C	0	40/0.0/0/1
Chr1	162970	CHH	C	0	40/0.0/0/1
Chr1	162973	CHH	G	0	40/0.0/0/1
Chr1	162974	CHH	G	0	40/0.0/0/1
Chr1	162975	CHH	C	0	40/0.0/0/1
Chr1	162979	CHH	G	0	40/0.0/0/1
Chr1	162980	CHH	G	0	40/0.0/0/2
Chr1	162982	CHH	G	0	40/0.0/0/2
Chr1	162983	CHH	G	0	40/0.0/0/2
Chr1	162984	CHH	G	0	40/0.0/0/2
Chr1	162989	CHH	G	0	40/0.0/0/2
Chr1	162997	CG	C	0	40/50.0/1/1
Chr1	162998	CG	G	0	40/0.0/0/1
Chr1	163001	CHH	G	0	40/0.0/0/1
Chr1	163010	CG	C	0	40/0.0/0/1
Chr1	163021	CHH	C	0	40/0.0/0/2
Chr1	163041	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	163046	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	163062	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	163063	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	163069	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	163070	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	163071	CHG	C	40/0.0/0/3	40/0.0/0/1
Chr1	163075	CG	C	40/0.0/0/3	40/0.0/0/1
Chr1	163079	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	163081	CHH	C	40/0.0/0/3	40/0.0/0/1
Chr1	163086	CHH	C	40/0.0/0/4	40/0.0/0/1
Chr1	163094	CHH	C	40/0.0/0/4	0
Chr1	163099	CHH	C	40/0.0/0/4	0
Chr1	163102	CHH	C	40/0.0/0/4	0
Chr1	163105	CHH	C	40/0.0/0/4	0
Chr1	163108	CHH	C	40/0.0/0/4	0
Chr1	163111	CHH	C	40/0.0/0/4	0
Chr1	163169	CHH	C	40/0.0/0/8	0
Chr1	163173	CHH	G	40/0.0/0/1	0
Chr1	163175	CHH	C	40/0.0/0/7	40/0.0/0/1
Chr1	163180	CHH	G	40/0.0/0/1	0
Chr1	163186	CHH	G	40/0.0/0/1	0
Chr1	163187	CHG	C	40/0.0/0/6	40/0.0/0/2
Chr1	163189	CHG	G	40/0.0/0/2	0
Chr1	163194	CHH	G	40/0.0/0/2	0
Chr1	163206	CHH	C	40/12.5/1/7	40/0.0/0/2
Chr1	163211	CHG	C	40/0.0/0/7	40/0.0/0/2
Chr1	163213	CHG	G	40/0.0/0/2	0
Chr1	163214	CHG	C	40/25.0/1/3	40/0.0/0/2
Chr1	163217	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	163221	CHH	G	40/0.0/0/2	0
Chr1	163230	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	163232	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	163233	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	163235	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	163238	CHH	G	40/0.0/0/2	0
Chr1	163239	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	163247	CHH	G	40/0.0/0/2	0
Chr1	163256	CHH	G	40/0.0/0/2	0
Chr1	163258	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	163263	CHG	C	40/0.0/0/1	0
Chr1	163265	CHG	G	40/0.0/0/2	0
